    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
 0.00000E+00   1.00000E+00   6.79200E-01  -2.61733E-01   8.86703E-02  -1.24816E-02  
 1.00000E+00   1.00000E+00   1.50000E-01  -3.73481E-01   3.54297E-02  -4.93965E-02  
 1.00000E+00   2.00000E+00   1.65300E-01  -3.77409E-01   6.02344E-03   2.77419E-03  
 0.00000E+00   2.00000E+00   6.86100E-01  -2.54261E-01  -5.09531E-03   6.37676E-03  
' igrid= 29
 1.00000E+00   1.00000E+00   1.50000E-01  -3.73481E-01   3.54297E-02  -4.93965E-02  
 2.00000E+00   1.00000E+00   0.00000E+00  -5.72250E-02  -0.00000E+00  -1.68800E-02  
 2.00000E+00   2.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00  -3.81526E-03  
 1.00000E+00   2.00000E+00   1.65300E-01  -3.77409E-01   6.02344E-03   2.77419E-03  
' igrid= 30
 2.00000E+00   1.00000E+00   0.00000E+00  -5.72250E-02  -0.00000E+00  -1.68800E-02  
 3.00000E+00   1.00000E+00   0.00000E+00   7.03125E-03  -0.00000E+00   1.66077E-03  
 3.00000E+00   2.00000E+00   0.00000E+00   7.74844E-03  -0.00000E+00   2.82349E-04  
 2.00000E+00   2.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00  -3.81526E-03  
' igrid= 31
-3.00000E+00   2.00000E+00   5.78500E-01  -2.84531E-03  -2.37109E-02   9.12444E-03  
-2.00000E+00   2.00000E+00   5.78500E-01   3.09969E-02  -8.12500E-03   1.00246E-02  
-2.00000E+00   3.00000E+00   5.78500E-01   4.65828E-02  -5.25000E-04   9.45623E-03  
-3.00000E+00   3.00000E+00   5.50000E-01   1.40766E-02  -1.74469E-02   1.00307E-02  
' igrid= 32
-2.00000E+00   2.00000E+00   5.78500E-01   3.09969E-02  -8.12500E-03   1.00246E-02  
-1.00000E+00   2.00000E+00   6.39200E-01   8.32562E-02  -5.35781E-03   4.05078E-04  
-1.00000E+00   3.00000E+00   6.39200E-01   8.19203E-02  -1.68750E-04  -6.64526E-04  
-2.00000E+00   3.00000E+00   5.78500E-01   4.65828E-02  -5.25000E-04   9.45623E-03  
' igrid= 33
-1.00000E+00   2.00000E+00   6.39200E-01   8.32562E-02  -5.35781E-03   4.05078E-04  
 0.00000E+00   2.00000E+00   6.86100E-01  -2.54261E-01  -5.09531E-03   6.37676E-03  
 0.00000E+00   3.00000E+00   6.86100E-01  -2.54261E-01  -3.23438E-04  -3.50244E-04  
-1.00000E+00   3.00000E+00   6.39200E-01   8.19203E-02  -1.68750E-04  -6.64526E-04  
' igrid= 34
 0.00000E+00   2.00000E+00   6.86100E-01  -2.54261E-01  -5.09531E-03   6.37676E-03  
 1.00000E+00   2.00000E+00   1.65300E-01  -3.77409E-01   6.02344E-03   2.77419E-03  
 1.00000E+00   3.00000E+00   1.65300E-01  -3.77409E-01  -7.17187E-04   1.84131E-04  
 0.00000E+00   3.00000E+00   6.86100E-01  -2.54261E-01  -3.23438E-04  -3.50244E-04  
' igrid= 35
 1.00000E+00   2.00000E+00   1.65300E-01  -3.77409E-01   6.02344E-03   2.77419E-03  
 2.00000E+00   2.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00  -3.81526E-03  
 2.00000E+00   3.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00   4.10669E-04  
 1.00000E+00   3.00000E+00   1.65300E-01  -3.77409E-01  -7.17187E-04   1.84131E-04  
' igrid= 36
 2.00000E+00   2.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00  -3.81526E-03  
 3.00000E+00   2.00000E+00   0.00000E+00   7.74844E-03  -0.00000E+00   2.82349E-04  
 3.00000E+00   3.00000E+00   0.00000E+00   7.74844E-03  -0.00000E+00  -3.36182E-05  
 2.00000E+00   3.00000E+00   0.00000E+00  -6.59859E-02  -0.00000E+00   4.10669E-04  
