    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
 1.00000E+00   0.00000E+00   6.07900E-01  -5.58957E-02  -2.75914E-01  -6.02218E-02  
 2.00000E+00   0.00000E+00   5.87400E-01  -7.49954E-03  -2.99230E-01  -1.12538E-02  
 2.00000E+00   1.00000E+00   2.29460E-01  -2.85065E-02  -2.57938E-01  -2.33811E-02  
 1.00000E+00   1.00000E+00   2.89400E-01  -1.42196E-01  -2.17352E-01  -7.26600E-02  
' igrid= 24
 2.00000E+00   0.00000E+00   5.87400E-01  -7.49954E-03  -2.99230E-01  -1.12538E-02  
 3.00000E+00   0.00000E+00   5.85808E-01   8.16823E-05  -3.04977E-01  -2.60467E-03  
 3.00000E+00   1.00000E+00   2.17507E-01  -4.88281E-03  -2.68926E-01  -5.52591E-03  
 2.00000E+00   1.00000E+00   2.29460E-01  -2.85065E-02  -2.57938E-01  -2.33811E-02  
' igrid= 25
-3.00000E+00   1.00000E+00   1.00000E+00  -8.17188E-03  -0.00000E+00  -8.81688E-04  
-2.00000E+00   1.00000E+00   9.76100E-01  -6.78672E-02  -3.33906E-03  -1.04685E-02  
-2.00000E+00   2.00000E+00   9.75200E-01  -7.02328E-02  -2.29688E-04  -4.59026E-04  
-3.00000E+00   2.00000E+00   1.00000E+00  -8.42031E-03  -0.00000E+00  -6.29533E-05  
' igrid= 26
-2.00000E+00   1.00000E+00   9.76100E-01  -6.78672E-02  -3.33906E-03  -1.04685E-02  
-1.00000E+00   1.00000E+00   8.47700E-01  -2.38272E-01  -2.68245E-02  -5.69709E-02  
-1.00000E+00   2.00000E+00   8.40700E-01  -2.55867E-01  -1.79606E-03  -5.46082E-03  
